MicrobeID,Strain,Species,Genus,Family,Order,Class,Phylum,Kingdom,NCBI Taxonomy ID,RefSeq ID,Genbank ID,Gram Staining,Oxygen Requirement,BacDive ID,BacDive strain,Download link
Enterococcus_sp_5B3_DIV0040,Enterococcus sp. 5B3_DIV0040,Enterococcus sp. 5B3_DIV0040,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,1834182,GCF_002140755.1,GCA_002140755.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/140/755/GCF_002140755.1_ASM214075v1/GCF_002140755.1_ASM214075v1_genomic.fna.gz
Enterococcus_sp_6D12_DIV0197,Enterococcus sp. 6D12_DIV0197,Enterococcus sp. 6D12_DIV0197,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,1834184,GCF_002174385.1,GCA_002174385.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/174/385/GCF_002174385.1_ASM217438v1/GCF_002174385.1_ASM217438v1_genomic.fna.gz
Enterococcus_sp_HMSC05C03,Enterococcus sp. HMSC05C03,Enterococcus sp. HMSC05C03,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,1581114,GCF_001807185.1,GCA_001807185.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/807/185/GCF_001807185.1_ASM180718v1/GCF_001807185.1_ASM180718v1_genomic.fna.gz
Eubacterium_sp_AF22_9,Eubacterium sp. AF22-9,Eubacterium sp. AF22-9,Eubacterium,Eubacteriaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,2292233,GCF_003458705.1,GCA_003458705.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/458/705/GCF_003458705.1_ASM345870v1/GCF_003458705.1_ASM345870v1_genomic.fna.gz
Eubacterium_sp_AM46_8,Eubacterium sp. AM46-8,Eubacterium sp. AM46-8,Eubacterium,Eubacteriaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,2292350,GCF_003466705.1,GCA_003466705.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/466/705/GCF_003466705.1_ASM346670v1/GCF_003466705.1_ASM346670v1_genomic.fna.gz
Eubacterium_sp_AM49_13BH,Eubacterium sp. AM49-13BH,Eubacterium sp. AM49-13BH,Eubacterium,Eubacteriaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,2292351,GCF_003464165.1,GCA_003464165.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/464/165/GCF_003464165.1_ASM346416v1/GCF_003464165.1_ASM346416v1_genomic.fna.gz
Faecalibacterium_sp_AF28_13AC,Faecalibacterium sp. AF28-13AC,Faecalibacterium sp. AF28-13AC,Faecalibacterium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,2292234,GCF_003478405.1,GCA_003478405.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/478/405/GCF_003478405.1_ASM347840v1/GCF_003478405.1_ASM347840v1_genomic.fna.gz
Faecalibacterium_sp_OF04_11AC,Faecalibacterium sp. OF04-11AC,Faecalibacterium sp. OF04-11AC,Faecalibacterium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,2293109,GCF_003460645.1,GCA_003460645.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/460/645/GCF_003460645.1_ASM346064v1/GCF_003460645.1_ASM346064v1_genomic.fna.gz
Faecalimonas_umbilicata_EGH7,Faecalimonas umbilicata EGH7,Faecalimonas umbilicata,Faecalimonas,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,1912855,GCF_003402615.1,GCA_003402615.1,Gram+,Anaerobe,140268,Faecalimonas umbilicata EGH7 DSM 103426,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/402/615/GCF_003402615.1_ASM340261v1/GCF_003402615.1_ASM340261v1_genomic.fna.gz
Firmicutes_bacterium_AF12_30,Firmicutes bacterium AF12-30,Ezakiella Firmicutes bacterium AF12-30,Ezakiella,Tissierellaceae,Tissierellales,Tissierellia,Firmicutes,Bacteria,2292884,,GCA_003461705.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/461/705/GCA_003461705.1_ASM346170v1/GCA_003461705.1_ASM346170v1_genomic.fna.gz
Firmicutes_bacterium_AF16_15,Firmicutes bacterium AF16-15,Candidatus Stoquefichus Firmicutes bacterium AF16-15,Candidatus Stoquefichus,Erysipelotrichaceae,Erysipelotrichales,Erysipelotrichia,Firmicutes,Bacteria,2292885,,GCA_003461565.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/461/565/GCA_003461565.1_ASM346156v1/GCA_003461565.1_ASM346156v1_genomic.fna.gz
Firmicutes_bacterium_AF22_6AC,Firmicutes bacterium AF22-6AC,Candidatus Stoquefichus Firmicutes bacterium AF22-6AC,Candidatus Stoquefichus,Erysipelotrichaceae,Erysipelotrichales,Erysipelotrichia,Firmicutes,Bacteria,2292887,,GCA_003478685.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/478/685/GCA_003478685.1_ASM347868v1/GCA_003478685.1_ASM347868v1_genomic.fna.gz
Firmicutes_bacterium_AF25_13AC,Firmicutes bacterium AF25-13AC,Candidatus Stoquefichus Firmicutes bacterium AF25-13AC,Candidatus Stoquefichus,Erysipelotrichaceae,Erysipelotrichales,Erysipelotrichia,Firmicutes,Bacteria,2292181,,GCA_003478935.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/478/935/GCA_003478935.1_ASM347893v1/GCA_003478935.1_ASM347893v1_genomic.fna.gz
Firmicutes_bacterium_AF36_19BH,Firmicutes bacterium AF36-19BH,Candidatus Stoquefichus Firmicutes bacterium AF36-19BH,Candidatus Stoquefichus,Erysipelotrichaceae,Erysipelotrichales,Erysipelotrichia,Firmicutes,Bacteria,2292888,,GCA_003477655.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/477/655/GCA_003477655.1_ASM347765v1/GCA_003477655.1_ASM347765v1_genomic.fna.gz
Firmicutes_bacterium_AF36_3BH,Firmicutes bacterium AF36-3BH,Candidatus Stoquefichus Firmicutes bacterium AF36-3BH,Candidatus Stoquefichus,Erysipelotrichaceae,Erysipelotrichales,Erysipelotrichia,Firmicutes,Bacteria,2292889,,GCA_003477645.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/477/645/GCA_003477645.1_ASM347764v1/GCA_003477645.1_ASM347764v1_genomic.fna.gz
Firmicutes_bacterium_AM55_24TS,Firmicutes bacterium AM55-24TS,Candidatus Stoquefichus Firmicutes bacterium AM55-24TS,Candidatus Stoquefichus,Erysipelotrichaceae,Erysipelotrichales,Erysipelotrichia,Firmicutes,Bacteria,2292896,,GCA_003460745.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/460/745/GCA_003460745.1_ASM346074v1/GCA_003460745.1_ASM346074v1_genomic.fna.gz
Firmicutes_bacterium_AM59_13,Firmicutes bacterium AM59-13,Merdibacter Firmicutes bacterium AM59-13,Merdibacter,Erysipelotrichaceae,Erysipelotrichales,Erysipelotrichia,Firmicutes,Bacteria,2292897,,GCA_003478205.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/478/205/GCA_003478205.1_ASM347820v1/GCA_003478205.1_ASM347820v1_genomic.fna.gz
Firmicutes_bacterium_OM08_11AC,Firmicutes bacterium OM08-11AC,Candidatus Stoquefichus Firmicutes bacterium OM08-11AC,Candidatus Stoquefichus,Erysipelotrichaceae,Erysipelotrichales,Erysipelotrichia,Firmicutes,Bacteria,2292899,,GCA_003481565.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/481/565/GCA_003481565.1_ASM348156v1/GCA_003481565.1_ASM348156v1_genomic.fna.gz
Firmicutes_bacterium_TM09_10,Firmicutes bacterium TM09-10,Candidatus Stoquefichus Firmicutes bacterium TM09-10,Candidatus Stoquefichus,Erysipelotrichaceae,Erysipelotrichales,Erysipelotrichia,Firmicutes,Bacteria,2292898,,GCA_003481005.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/481/005/GCA_003481005.1_ASM348100v1/GCA_003481005.1_ASM348100v1_genomic.fna.gz
Gordonibacter_sp_An230,Gordonibacter sp. An230,Gordonibacter sp. An230,Gordonibacter,Eggerthellaceae,Eggerthellales,Coriobacteriia,Actinobacteria,Bacteria,1965592,GCF_002159915.1,GCA_002159915.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/159/915/GCF_002159915.1_ASM215991v1/GCF_002159915.1_ASM215991v1_genomic.fna.gz
Gordonibacter_sp_An232A,Gordonibacter sp. An232A,Gordonibacter sp. An232A,Gordonibacter,Eggerthellaceae,Eggerthellales,Coriobacteriia,Actinobacteria,Bacteria,1965593,GCF_904384155.1,GCA_002159935.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/904/384/155/GCF_904384155.1_Chicken_2_mag_20/GCF_904384155.1_Chicken_2_mag_20_genomic.fna.gz
Gordonibacter_urolithinfaciens_DSM_27213,Gordonibacter urolithinfaciens DSM 27213,Gordonibacter urolithinfaciens,Gordonibacter,Eggerthellaceae,Eggerthellales,Coriobacteriia,Actinobacteria,Bacteria,1335613,GCF_003788975.1,GCA_003788975.1,Gram+,Anaerobe,24792,Gordonibacter urolithinfaciens CEBAS 1/15P DSM 27213,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/788/975/GCF_003788975.1_ASM378897v1/GCF_003788975.1_ASM378897v1_genomic.fna.gz
Haemophilus_sp_CCUG_60358,Haemophilus sp. CCUG 60358,Haemophilus sp. CCUG 60358,Haemophilus,Pasteurellaceae,Pasteurellales,Gammaproteobacteria,Proteobacteria,Bacteria,1859695,GCF_001679485.1,GCA_001679485.1,Gram-,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/679/485/GCF_001679485.1_ASM167948v1/GCF_001679485.1_ASM167948v1_genomic.fna.gz
Haemophilus_sp_CCUG_66565,Haemophilus sp. CCUG 66565,Haemophilus sp. CCUG 66565,Haemophilus,Pasteurellaceae,Pasteurellales,Gammaproteobacteria,Proteobacteria,Bacteria,1859694,GCF_001679495.1,GCA_001679495.1,Gram-,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/679/495/GCF_001679495.1_ASM167949v1/GCF_001679495.1_ASM167949v1_genomic.fna.gz
Haemophilus_sp_HMSC061E01,Haemophilus sp. HMSC061E01,Haemophilus sp. HMSC061E01,Haemophilus,Pasteurellaceae,Pasteurellales,Gammaproteobacteria,Proteobacteria,Bacteria,1715211,GCF_001810345.1,GCA_001810345.1,Gram-,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/810/345/GCF_001810345.1_ASM181034v1/GCF_001810345.1_ASM181034v1_genomic.fna.gz
Haemophilus_sp_HMSC068C11,Haemophilus sp. HMSC068C11,Haemophilus sp. HMSC068C11,Haemophilus,Pasteurellaceae,Pasteurellales,Gammaproteobacteria,Proteobacteria,Bacteria,1739522,GCF_001815355.1,GCA_001815355.1,Gram-,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/815/355/GCF_001815355.1_ASM181535v1/GCF_001815355.1_ASM181535v1_genomic.fna.gz
Haemophilus_sp_HMSC71H05,Haemophilus sp. HMSC71H05,Haemophilus sp. HMSC71H05,Haemophilus,Pasteurellaceae,Pasteurellales,Gammaproteobacteria,Proteobacteria,Bacteria,1608898,GCF_001838635.1,GCA_001838635.1,Gram-,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/838/635/GCF_001838635.1_ASM183863v1/GCF_001838635.1_ASM183863v1_genomic.fna.gz
Haemophilus_sp_oral_taxon_036,Haemophilus sp. oral taxon 036,Haemophilus sp. oral taxon 036,Haemophilus,Pasteurellaceae,Pasteurellales,Gammaproteobacteria,Proteobacteria,Bacteria,712310,GCF_002998595.1,GCA_002998595.1,Gram-,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/998/595/GCF_002998595.1_ASM299859v1/GCF_002998595.1_ASM299859v1_genomic.fna.gz
Hungatella_effluvii_DSM_24995,Hungatella effluvii DSM 24995,Hungatella effluvii,Hungatella,Clostridiaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,1096246,GCF_003201875.1,GCA_003201875.1,Gram+,Anaerobe,23864,Hungatella effluvii UB-B.2 DSM 24995,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/201/875/GCF_003201875.1_ASM320187v1/GCF_003201875.1_ASM320187v1_genomic.fna.gz
Intestinibacillus_sp_Marseille_P4005,Intestinibacillus sp. Marseille-P4005,Intestinibacillus sp. Marseille-P4005,Intestinibacillus,Eubacteriaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,2086578,GCF_900291975.1,GCA_900291975.1,Gram-,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/291/975/GCF_900291975.1_PRJEB24950/GCF_900291975.1_PRJEB24950_genomic.fna.gz
Intestinibacillus_sp_Marseille_P6563,Intestinibacillus sp. Marseille-P6563,Intestinibacillus sp. Marseille-P6563,Intestinibacillus,Eubacteriaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,2364792,GCF_900604335.1,GCA_900604335.1,Gram-,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/604/335/GCF_900604335.1_PRJEB28791/GCF_900604335.1_PRJEB28791_genomic.fna.gz
Isoptericola_variabilis_JCM_11754,Isoptericola variabilis JCM 11754,Isoptericola variabilis,Isoptericola,Promicromonosporaceae,Micrococcales,Actinobacteria,Actinobacteria,Bacteria,1305623,GCA_001313765.1,,Gram+,Anaerobe,12583,Isoptericola variabilis MX5 DSM 10177,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/313/765/GCA_001313765.1_ASM131376v1/GCA_001313765.1_ASM131376v1_genomic.fna.gz
Klebsiella_grimontii_WCHKG020121,Klebsiella grimontii WCHKG020121,Klebsiella grimontii,Klebsiella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,2058152,GCF_003261555.1,GCA_003261555.1,Gram-,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/261/555/GCF_003261555.1_ASM326155v1/GCF_003261555.1_ASM326155v1_genomic.fna.gz
Klebsiella_sp_WCHKl090539,Klebsiella sp. WCHKl090539,Klebsiella sp. WCHKl090539,Klebsiella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,2163944,GCF_003261535.1,GCA_003261535.1,Gram-,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/261/535/GCF_003261535.1_ASM326153v1/GCF_003261535.1_ASM326153v1_genomic.fna.gz
Kluyvera_sp_Nf5,Kluyvera sp. Nf5,Kluyvera sp. Nf5,Kluyvera,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,2116543,,GCA_003028515.1,Gram-,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/028/515/GCA_003028515.1_ASM302851v1/GCA_003028515.1_ASM302851v1_genomic.fna.gz
Lachnoclostridium_edouardi_Marseille_P3397,Lachnoclostridium edouardi Marseille-P3397,Lachnoclostridium edouardi,Lachnoclostridium,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,1926283,GCF_900240245.1,GCA_900240245.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/240/245/GCF_900240245.1_PRJEB23758/GCF_900240245.1_PRJEB23758_genomic.fna.gz
Lachnoclostridium_phocaeense_Marseille_P3177T,Lachnoclostridium phocaeense Marseille-P3177T,Lachnoclostridium phocaeense,Lachnoclostridium,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,1871021,GCF_900120345.1,GCA_900120345.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/120/345/GCF_900120345.1_PRJEB18024/GCF_900120345.1_PRJEB18024_genomic.fna.gz
Lachnoclostridium_sp_An14,Lachnoclostridium sp. An14,Lachnoclostridium sp. An14,Lachnoclostridium,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,1965562,GCF_002160755.1,GCA_002160755.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/160/755/GCF_002160755.1_ASM216075v1/GCF_002160755.1_ASM216075v1_genomic.fna.gz
Lachnoclostridium_sp_An169,Lachnoclostridium sp. An169,Lachnoclostridium sp. An169,Lachnoclostridium,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,1965569,GCF_002160525.1,GCA_002160525.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/160/525/GCF_002160525.1_ASM216052v1/GCF_002160525.1_ASM216052v1_genomic.fna.gz
Lachnoclostridium_sp_An298,Lachnoclostridium sp. An298,Lachnoclostridium sp. An298,Lachnoclostridium,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,1965627,GCF_002159505.1,GCA_002159505.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/159/505/GCF_002159505.1_ASM215950v1/GCF_002159505.1_ASM215950v1_genomic.fna.gz
Lachnoclostridium_sp_An76,Lachnoclostridium sp. An76,Lachnoclostridium sp. An76,Lachnoclostridium,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,1965654,GCF_002161355.1,GCA_002161355.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/161/355/GCF_002161355.1_ASM216135v1/GCF_002161355.1_ASM216135v1_genomic.fna.gz
Lachnospiraceae_bacterium_6_1_37FAA,Lachnospiraceae bacterium 6_1_37FAA,Blautia Lachnospiraceae bacterium 6_1_37FAA,Blautia,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,658656,,GCA_000191805.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/191/805/GCA_000191805.1_Lach_bact_4_1_37FAA_V1/GCA_000191805.1_Lach_bact_4_1_37FAA_V1_genomic.fna.gz
Lachnospiraceae_bacterium_AM10_38,Lachnospiraceae bacterium AM10-38,Blautia Lachnospiraceae bacterium AM10-38,Blautia,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,2292902,,GCA_003477415.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/477/415/GCA_003477415.1_ASM347741v1/GCA_003477415.1_ASM347741v1_genomic.fna.gz
Lachnospiraceae_bacterium_AM21_21,Lachnospiraceae bacterium AM21-21,Blautia Lachnospiraceae bacterium AM21-21,Blautia,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,2292903,,GCA_003473725.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/473/725/GCA_003473725.1_ASM347372v1/GCA_003473725.1_ASM347372v1_genomic.fna.gz
Lachnospiraceae_bacterium_AM25_17,Lachnospiraceae bacterium AM25-17,Blautia Lachnospiraceae bacterium AM25-17,Blautia,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,2302974,,GCA_003434325.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/434/325/GCA_003434325.1_ASM343432v1/GCA_003434325.1_ASM343432v1_genomic.fna.gz
Lachnospiraceae_bacterium_AM26_1LB,Lachnospiraceae bacterium AM26-1LB,Blautia Lachnospiraceae bacterium AM26-1LB,Blautia,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,2292906,,GCA_003480775.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/480/775/GCA_003480775.1_ASM348077v1/GCA_003480775.1_ASM348077v1_genomic.fna.gz
Lachnospiraceae_bacterium_AM48_27BH,Lachnospiraceae bacterium AM48-27BH,Blautia Lachnospiraceae bacterium AM48-27BH,Blautia,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,2292271,,GCA_003478355.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/478/355/GCA_003478355.1_ASM347835v1/GCA_003478355.1_ASM347835v1_genomic.fna.gz
Lachnospiraceae_bacterium_GAM79,Lachnospiraceae bacterium GAM79,Blautia Lachnospiraceae bacterium GAM79,Blautia,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,2109691,,GCA_003584705.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/584/705/GCA_003584705.1_ASM358470v1/GCA_003584705.1_ASM358470v1_genomic.fna.gz
Lachnospiraceae_bacterium_NLAE_zl_G231,Lachnospiraceae bacterium NLAE-zl-G231,Blautia Lachnospiraceae bacterium NLAE-zl-G231,Blautia,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,1855376,,GCA_900113595.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/113/595/GCA_900113595.1_IMG-taxon_2657245270_annotated_assembly/GCA_900113595.1_IMG-taxon_2657245270_annotated_assembly_genomic.fna.gz
Lachnospiraceae_bacterium_OF11_28,Lachnospiraceae bacterium OF11-28,Blautia Lachnospiraceae bacterium OF11-28,Blautia,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,2305244,,GCA_003435545.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/435/545/GCA_003435545.1_ASM343554v1/GCA_003435545.1_ASM343554v1_genomic.fna.gz
Lactobacillus_sp_HMSC068B07,Lactobacillus sp. HMSC068B07,Lactobacillus sp. HMSC068B07,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,1715120,GCF_001809645.1,GCA_001809645.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/809/645/GCF_001809645.1_ASM180964v1/GCF_001809645.1_ASM180964v1_genomic.fna.gz
Lawsonella_clevelandensis_X1036,Lawsonella clevelandensis X1036,Lawsonella clevelandensis,Lawsonella,Dietziaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,1528099,GCF_001293125.1,GCA_001293125.1,Gram+,Anaerobe,132579,Lawsonella clevelandensis CCF-01,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/293/125/GCF_001293125.1_ASM129312v1/GCF_001293125.1_ASM129312v1_genomic.fna.gz
Lawsonibacter_asaccharolyticus_3BBH22,Lawsonibacter asaccharolyticus 3BBH22,Lawsonibacter asaccharolyticus,Lawsonibacter,Eubacteriaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,2108523,,GCA_003112755.1,Gram+,Anaerobe,157758,Lawsonibacter asaccharolyticus 3BBH22 DSM 106493,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/112/755/GCA_003112755.1_ASM311275v1/GCA_003112755.1_ASM311275v1_genomic.fna.gz
Luxibacter_massiliensis_Marseille_P5551,Luxibacter massiliensis Marseille-P5551,Intestinimonas Clostridiales bacterium Marseille-P5551,Intestinimonas,Eubacteriaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,2219695,GCF_900604355.1,GCA_900604355.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/604/355/GCF_900604355.1_PRJEB27165/GCF_900604355.1_PRJEB27165_genomic.fna.gz
Mediterraneibacter_glycyrrhizinilyticus_JCM_13369,Mediterraneibacter glycyrrhizinilyticus JCM 13369,Mediterraneibacter glycyrrhizinilyticus,Mediterraneibacter ,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,342942,GCF_001311035.1,GCA_001311035.1,Gram+,Anaerobe,161350,Mediterraneibacter glycyrrhizinilyticus JCM 13369,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/311/035/GCF_001311035.1_ASM131103v1
Metakosakonia_sp_MRY16_398,Metakosakonia sp. MRY16-398,Metakosakonia sp. MRY16-398,Metakosakonia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,2487150,GCF_003925915.1,GCA_003925915.1,Gram-,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/925/915/GCF_003925915.1_ASM392591v1/GCF_003925915.1_ASM392591v1_genomic.fna.gz
Mogibacterium_diversum_CCUG_47132,Mogibacterium diversum CCUG 47132,Mogibacterium diversum,Mogibacterium,Clostridiales Family XIII. Incertae Sedis,Clostridiales,Clostridia,Firmicutes,Bacteria,114527,GCF_002998925.1,GCA_002998925.1,Gram+,Anaerobe,135033,Mogibacterium diversum CIP 107383,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/998/925/GCF_002998925.1_ASM299892v1/GCF_002998925.1_ASM299892v1_genomic.fna.gz
Negativicoccus_massiliensis_Marseille_P2082,Negativicoccus massiliensis Marseille-P2082,Negativicoccus massiliensis,Negativicoccus,Veillonellaceae,Veillonellales,Negativicutes,Firmicutes,Bacteria,1702287,,GCA_900155405.1,Gram-,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/155/405/GCA_900155405.1_PRJEB18760/GCA_900155405.1_PRJEB18760_genomic.fna.gz
Neobittarella_massiliensis_NSJ_65,Neobittarella massiliensis NSJ-65,Neobitarella massiliensis,Neobitarella,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,2041842,GCF_014269355.1,GCA_014269355.1,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/269/355/GCF_014269355.1_ASM1426935v1/GCF_014269355.1_ASM1426935v1_genomic.fna.gz
Niameybacter_massiliensis_Mt14,Niameybacter massiliensis Mt14,Niameybacter massiliensis,Niameybacter,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,1658108,GCF_001282685.1,GCA_001282685.1,Gram+,Anaerobe,132021,Niameybacter massiliensis Mt14 DSM 100592,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/282/685/GCF_001282685.1_Niameyia_massiliensis/GCF_001282685.1_Niameyia_massiliensis_genomic.fna.gz
Oscillibacter_sp_1_3,Oscillibacter sp. 1-3,Oscillibacter sp. 1-3,Oscillibacter,Oscillospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,1235797,GCF_000403435.2,GCA_000403435.2,Gram+,Anaerobe,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/403/435/GCF_000403435.2_Osci_bact_1-3_V1/GCF_000403435.2_Osci_bact_1-3_V1_genomic.fna.gz
